movie_title,movie_year,budget,bill_order,actor_name,director_name,resonance,genre_action,genre_drama,genre_comedy,genre_thriller,genre_romance,_ord,atr3,_dor,dtr3,release_density
Synth Movie 0374,2009,4202114.067224624,2,Actor_056,Director_44,50.51287581555158,1,0,0,0,0,8,40.81535527548068,28,32.10241371749404,3.0
Synth Movie 0155,2009,40812532.147877775,3,Actor_056,Director_22,67.03514239535933,0,1,0,0,1,9,51.970439229586724,2,29.60731120093151,3.0
Synth Movie 0263,1997,47917873.18264266,2,Actor_057,Director_38,42.022125489563805,0,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0071,1997,4365660.97980642,3,Actor_057,Director_42,27.758355345631,0,1,0,0,0,2,42.022125489563805,8,42.443270912255706,1.0
Synth Movie 0124,1997,13006293.497864766,4,Actor_057,Director_42,47.93290982245097,1,0,0,0,0,3,34.890240417597404,9,39.10574616982358,2.0
Synth Movie 0036,1999,6789540.400156841,1,Actor_057,Director_04,48.680938353820196,0,0,1,0,1,4,39.23779688588193,5,46.98480381593763,3.0
Synth Movie 0049,2004,4931103.941675452,5,Actor_057,Director_04,41.46863435502748,1,0,0,0,0,5,41.45740117396739,24,18.86585322646317,3.0
Synth Movie 0361,2005,22574331.479503714,1,Actor_057,Director_06,55.995484470606975,1,0,0,0,0,6,46.02749417709955,18,37.596028001197595,3.0
Synth Movie 0283,2008,9018362.989546902,2,Actor_057,Director_59,39.381934255791684,1,0,0,0,1,7,48.71501905981822,44,52.10600464079755,3.0
Synth Movie 0238,2008,8349876.977426087,6,Actor_057,Director_57,29.537557306728054,0,0,0,1,0,8,45.61535102714205,32,44.69591706846244,3.0
Synth Movie 0146,1995,6969943.061645164,1,Actor_058,Director_21,41.847115560235395,0,0,1,0,0,1,0.0,3,47.536419833504155,0.0
Synth Movie 0246,1996,2633853.104875935,1,Actor_058,Director_41,29.29461554393483,0,0,1,0,0,2,41.847115560235395,5,45.339419892635895,1.0
Synth Movie 0332,1999,31096770.54022277,3,Actor_058,Director_42,48.463644821271416,0,1,0,0,0,3,35.57086555208511,25,47.057018643419006,2.0
Synth Movie 0208,2002,4402485.557974876,3,Actor_058,Director_25,34.98836806665216,0,1,0,0,0,4,39.86845864181388,12,38.34451002148644,3.0
Synth Movie 0359,1996,1401079.5668525973,2,Actor_059,Director_30,33.093440986984305,1,0,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0090,1996,10000597.31314567,5,Actor_059,Director_06,56.45258095393827,0,1,0,0,1,2,33.093440986984305,10,59.01917707991847,1.0
Synth Movie 0209,1997,2535097.7773622237,3,Actor_059,Director_41,49.26401208101136,1,0,1,0,0,3,44.773010970461286,10,46.02799793156985,2.0
Synth Movie 0337,1999,17291072.837373335,4,Actor_059,Director_02,55.606769850401236,0,1,0,0,0,4,46.27001134064465,6,41.88939393693269,3.0
Synth Movie 0171,2001,33175639.851845134,5,Actor_059,Director_21,32.1691804182156,0,0,1,0,1,5,53.77445429511695,13,63.17544103380359,3.0
Synth Movie 0196,2002,1899377.6524208738,2,Actor_059,Director_28,32.23220111209555,1,0,0,0,0,6,45.67998744987606,8,40.905368551838926,3.0
Synth Movie 0125,2002,4861494.5219192365,3,Actor_059,Director_20,34.057967995863244,1,0,0,0,1,7,40.00271712690414,16,42.19705618257523,3.0
Synth Movie 0009,2007,4090446.0247081565,3,Actor_059,Director_55,23.423930356709306,0,0,1,0,0,8,32.81978317539147,47,38.22006039472688,3.0
Synth Movie 0010,2007,4256325.569840186,4,Actor_059,Director_51,28.064073764201417,0,0,1,0,1,9,29.904699821556036,19,41.257156902222235,3.0
Synth Movie 0066,2009,15241474.203935707,4,Actor_059,Director_53,33.264831774113894,0,1,0,0,1,10,28.515324038924657,28,60.71924026116418,3.0
Synth Movie 0373,2009,33266891.3681427,4,Actor_059,Director_18,57.525543040059304,0,1,0,1,0,11,28.250945298341538,38,74.37292631817454,3.0
Synth Movie 0246,1996,2633853.104875935,2,Actor_060,Director_41,33.7016842095652,0,0,1,0,0,1,0.0,6,42.86420672201666,0.0
Synth Movie 0144,1996,2792236.6215136508,3,Actor_060,Director_40,17.375970356820517,0,0,0,1,0,2,33.7016842095652,2,20.99926488659439,1.0
Synth Movie 0328,1999,2345008.933693804,3,Actor_060,Director_55,30.304956977755857,0,0,0,0,1,3,25.53882728319286,11,25.480714973279095,2.0
Synth Movie 0244,2009,4486844.688105621,1,Actor_060,Director_08,50.94628880872646,0,0,0,1,1,4,27.12753718138053,25,33.352138613007654,3.0
Synth Movie 0269,1996,4656206.375491008,1,Actor_061,Director_44,21.23314759725415,1,0,0,0,0,1,0.0,2,31.517091410538434,0.0
Synth Movie 0113,2003,57494548.133745186,3,Actor_061,Director_58,84.75202417372168,0,0,1,1,0,2,21.23314759725415,12,47.319734230839764,1.0
Synth Movie 0189,2003,375809.8434325885,4,Actor_061,Director_08,7.189623485319851,0,0,0,1,0,3,52.99258588548791,15,42.64516700427379,2.0
Synth Movie 0261,2004,1103378.8555225963,6,Actor_061,Director_13,24.66636244940303,1,0,1,0,0,4,37.72493175209856,25,53.145166900246636,3.0
Synth Movie 0141,2005,22829202.278204516,4,Actor_061,Director_40,48.79724030043231,0,0,0,1,0,5,38.869336702814856,16,55.89217452152661,3.0
Synth Movie 0010,2007,4256325.569840186,2,Actor_061,Director_51,35.55960721878437,0,0,1,0,1,6,26.88440874505173,20,32.70074499263939,3.0
Synth Movie 0172,2008,50967410.78319168,2,Actor_061,Director_04,61.37729850422086,1,0,1,0,0,7,36.3410699895399,34,74.21429525488509,3.0
Synth Movie 0220,2009,25058808.608049873,5,Actor_061,Director_10,49.960208047941734,1,0,0,1,0,8,48.578048674479184,37,50.64870491826584,3.0
Synth Movie 0308,1996,8553700.82801173,3,Actor_062,Director_53,29.339288975772792,1,0,0,1,0,1,0.0,2,44.90422939781841,0.0
Synth Movie 0056,1997,4078759.036820536,1,Actor_062,Director_29,51.10502985379607,0,0,1,0,1,2,29.339288975772792,5,44.05260843815551,1.0
Synth Movie 0083,1998,67962466.6784052,1,Actor_062,Director_04,62.88773050464823,1,0,0,0,0,3,40.22215941478443,1,0.0,2.0
Synth Movie 0039,2001,1166428.802847963,3,Actor_062,Director_56,28.599711596458818,1,0,0,0,0,4,47.77734977807236,20,24.939150958199217,3.0
Synth Movie 0274,2003,15177545.669511668,1,Actor_062,Director_41,52.98990595024969,1,0,1,0,0,5,47.530823984967704,27,39.986611394816826,3.0
Synth Movie 0286,2004,18567727.678163074,1,Actor_062,Director_39,42.945287830627116,1,0,0,0,1,6,48.15911601711891,7,46.55909496325891,3.0
Synth Movie 0120,2005,13269937.556642346,1,Actor_062,Director_37,37.31737303357231,0,0,0,1,0,7,41.51163512577855,17,39.08010492703485,3.0
Synth Movie 0075,2006,4487200.460593079,2,Actor_062,Director_19,22.204847791005268,0,1,0,0,0,8,44.417522271483044,27,42.355116667466966,3.0
Synth Movie 0011,2006,44655472.79329386,4,Actor_062,Director_27,66.73192946885362,0,0,0,0,1,9,34.15583621840157,32,55.33545829871421,3.0
Synth Movie 0010,2007,4256325.569840186,3,Actor_062,Director_51,45.44667757419342,0,0,1,0,1,10,42.084716764477065,21,33.69694119524906,3.0
Synth Movie 0084,2008,11644790.917631892,1,Actor_062,Director_21,32.42950766999759,0,0,0,1,0,11,44.79448494468411,31,25.431788437646674,3.0
Synth Movie 0238,2008,8349876.977426087,5,Actor_062,Director_57,25.43531346643213,0,0,0,1,0,12,48.20270490434822,33,33.23264191722792,3.0
Synth Movie 0159,2009,180974711.12030345,2,Actor_062,Director_59,69.99517753674951,0,1,1,0,0,13,34.43716623687438,47,58.11520031587796,3.0
Synth Movie 0214,2009,13114227.296599768,3,Actor_062,Director_54,53.09593397758815,0,1,0,0,0,14,42.61999955772641,16,29.96967257455746,3.0
Synth Movie 0094,1995,17650129.51741858,5,Actor_063,Director_25,41.512090821905325,0,0,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0275,1995,2753832.837228885,6,Actor_063,Director_54,31.981774748134185,1,0,0,1,0,2,41.512090821905325,1,0.0,1.0
Synth Movie 0375,1996,7719904.04621358,1,Actor_063,Director_01,43.505434266017886,0,0,1,0,0,3,36.74693278501975,2,31.334255113624874,2.0
Synth Movie 0088,1998,45412306.92653667,3,Actor_063,Director_50,48.336742635947346,1,0,0,0,0,4,38.99976661201913,2,54.50047617531785,3.0
Synth Movie 0139,1999,5999674.43250023,1,Actor_063,Director_18,58.42914080117799,1,0,0,0,1,5,41.27465055003314,13,44.090308376469146,3.0
Synth Movie 0255,2000,11664423.298650969,3,Actor_063,Director_14,44.91527734290505,0,0,0,1,0,6,50.09043923438107,14,49.05667798276634,3.0
Synth Movie 0289,2002,11207069.49790248,5,Actor_063,Director_13,53.104688406674946,0,0,0,1,1,7,50.56038692667679,15,56.26293448454777,3.0
Synth Movie 0356,2002,2259189.1863769763,6,Actor_063,Director_33,57.361418798571165,1,0,0,0,0,8,52.14970218358599,6,20.001678243091693,3.0
Synth Movie 0158,2004,8378377.106499711,1,Actor_063,Director_47,49.683539426748034,0,0,0,1,0,9,51.79379484938372,23,35.91706253588335,3.0
Synth Movie 0004,2004,11244627.923937054,2,Actor_063,Director_27,23.124607406002823,0,0,1,0,0,10,53.38321554399804,22,41.394531434056695,3.0
Synth Movie 0199,2005,4866693.511638512,1,Actor_063,Director_05,52.485832067789794,1,0,0,0,0,11,43.38985521044068,20,36.533439175659396,3.0
Synth Movie 0217,2007,6407285.974784117,3,Actor_063,Director_57,66.91142115854356,1,0,0,0,1,12,41.76465963351355,23,39.69085936495525,3.0
Synth Movie 0132,2008,1949389.9549266733,1,Actor_063,Director_34,35.58722221210075,1,0,1,0,0,13,47.50728687744539,16,33.7477830948689,3.0
Synth Movie 0160,2008,11681484.25610305,4,Actor_063,Director_10,39.80900033101308,1,0,0,0,0,14,51.66149181281137,31,55.63974473134163,3.0
Synth Movie 0324,2003,6931719.698215579,1,Actor_064,Director_48,39.836110951559185,1,0,0,0,0,1,0.0,21,35.70541667049896,0.0
Synth Movie 0368,2005,25306800.87392001,3,Actor_064,Director_55,43.61273556323277,0,0,1,0,0,2,39.836110951559185,31,53.79828448410999,1.0
Synth Movie 0251,2007,3796880.9296943936,5,Actor_064,Director_56,23.041984486777082,0,1,0,0,0,3,41.724423257395976,35,43.25053755707907,2.0
Synth Movie 0398,1995,10290087.441151394,6,Actor_065,Director_20,45.54841665757152,0,0,1,1,0,1,0.0,1,0.0,0.0
Synth Movie 0082,1996,23527390.777948108,2,Actor_065,Director_45,52.565685194884686,0,0,0,1,0,2,45.54841665757152,1,0.0,1.0
Synth Movie 0337,1999,17291072.837373335,1,Actor_065,Director_02,53.82869478747617,0,1,0,0,0,3,49.0570509262281,7,50.658280543684576,2.0
Synth Movie 0098,2001,35571741.44690961,3,Actor_065,Director_11,54.53370914649583,1,0,0,0,0,4,50.64759887997746,1,0.0,3.0
Synth Movie 0218,2004,2789844.9766841778,5,Actor_065,Director_52,36.013668598981106,0,1,0,1,0,5,53.64269637628556,15,28.957180635995627,3.0
Synth Movie 0344,2008,9522432.37285556,3,Actor_065,Director_09,49.891000213890734,0,0,1,1,0,6,48.12535751098437,36,57.2720384200259,3.0
Synth Movie 0055,1996,3589042.4522011955,1,Actor_066,Director_18,38.7906236921421,0,1,0,1,0,1,0.0,1,0.0,0.0
Synth Movie 0176,1997,2696229.2753881915,5,Actor_066,Director_37,31.648346697574627,0,1,1,0,0,2,38.7906236921421,14,58.33192777682378,1.0
Synth Movie 0165,1999,4393519.514086312,3,Actor_066,Director_10,32.533959492222785,1,0,0,1,0,3,35.219485194858365,8,37.654771355421865,2.0
Synth Movie 0173,2000,4878701.274144648,3,Actor_066,Director_41,35.55088347596333,0,1,0,0,0,4,34.3243099606465,19,55.51674885135606,3.0
Synth Movie 0296,2002,36583621.621405095,3,Actor_066,Director_50,57.8975026200087,0,0,1,0,0,5,33.24439655525358,12,26.451959829337216,3.0
Synth Movie 0381,2003,28199483.02010433,3,Actor_066,Director_45,39.62067510039135,0,0,0,1,0,6,41.99411519606494,14,48.62139539447176,3.0
Synth Movie 0020,2004,7525838.712654093,2,Actor_066,Director_12,63.02573321206105,1,1,0,0,0,7,44.35635373212113,17,49.27447966104884,3.0
Synth Movie 0262,2006,21767609.879084047,4,Actor_066,Director_16,60.31939191066767,1,0,0,0,0,8,53.51463697748704,33,40.17279998107044,3.0
Synth Movie 0336,2006,15275541.368647592,4,Actor_066,Director_38,59.20053964937777,0,1,1,0,0,9,54.32193340770669,20,41.232930985884714,3.0
Synth Movie 0290,2007,26510106.00993319,5,Actor_066,Director_16,48.06756324980212,0,1,1,0,0,10,60.84855492403549,39,53.56196514683862,3.0
Synth Movie 0235,2008,1845830.6733115097,3,Actor_066,Director_56,33.62343043409945,1,0,0,0,0,11,55.862498269949185,43,33.934172834175975,3.0
Synth Movie 0127,1996,12766076.22423898,2,Actor_067,Director_34,43.16199015407041,0,1,1,0,0,1,0.0,2,47.24992545966192,0.0
Synth Movie 0026,1997,5090138.440091183,3,Actor_067,Director_23,16.95990087904589,0,1,0,0,0,2,43.16199015407041,5,31.944917904532087,1.0
Synth Movie 0287,2000,7516914.849035757,3,Actor_067,Director_01,43.04823328727346,0,0,0,0,1,3,30.06094551655815,11,43.24969424013636,2.0
Synth Movie 0098,2001,35571741.44690961,1,Actor_067,Director_11,57.722693021127924,1,0,0,0,0,4,34.39004144012992,2,54.53370914649583,3.0
Synth Movie 0097,2003,33663190.053125486,2,Actor_067,Director_28,65.15955902774861,1,0,0,0,0,5,39.24360906248243,18,51.40738538595844,3.0
Synth Movie 0373,2009,33266891.3681427,1,Actor_067,Director_18,65.07952059474859,0,1,0,1,0,6,55.31016177871667,39,73.09493704316871,3.0
Synth Movie 0065,1995,13131416.330239052,5,Actor_068,Director_07,35.1931262336166,1,0,0,0,0,1,0.0,2,33.50891100733048,0.0
Synth Movie 0398,1995,10290087.441151394,5,Actor_068,Director_20,39.54808516589849,0,0,1,1,0,2,35.1931262336166,2,45.54841665757152,1.0
Synth Movie 0212,1997,18358824.505270116,6,Actor_068,Director_51,43.45657980067259,0,0,1,0,0,3,37.37060569975755,2,43.407549889452454,2.0
Synth Movie 0038,1998,2892042.499078492,5,Actor_068,Director_41,47.67914921556131,0,0,1,1,0,4,39.39926373339589,17,45.80691779203454,3.0
Synth Movie 0338,1999,39461934.25643704,2,Actor_068,Director_45,47.827182253221444,0,0,0,0,1,5,43.561271394044134,5,47.355829917908316,3.0
Synth Movie 0200,2003,12022740.258080292,2,Actor_068,Director_42,39.463405621434774,0,0,1,0,0,6,46.32097042315178,41,48.76960066466549,3.0
Synth Movie 0086,2005,26697858.198575042,1,Actor_068,Director_31,39.630454548399626,0,0,1,0,0,7,44.98991236340584,12,53.902284422869094,3.0
Synth Movie 0057,2006,6022001.380111492,2,Actor_068,Director_56,38.4154688372793,0,0,0,0,1,8,42.30701414101861,32,34.59286527797138,3.0
Synth Movie 0013,2007,3697552.393459508,2,Actor_068,Director_21,38.86954032405596,0,0,0,1,0,9,39.16977633570457,29,33.293067050458724,3.0
Synth Movie 0359,1996,1401079.5668525973,3,Actor_069,Director_30,29.872546914506287,1,0,0,0,0,1,0.0,2,33.093440986984305,0.0
Synth Movie 0342,2001,8862547.386255166,3,Actor_069,Director_07,40.83505820600305,1,0,0,0,0,2,29.872546914506287,20,36.58675163032285,1.0
Synth Movie 0377,2003,1453649.1569617772,5,Actor_069,Director_00,36.627869445406226,0,1,0,0,0,3,35.353802560254664,16,42.22716268187617,2.0
Synth Movie 0358,2004,11750810.02360533,3,Actor_069,Director_27,41.943716160000776,0,0,1,1,0,4,35.77849152197185,23,37.697640481185765,3.0
Synth Movie 0389,2008,15487670.795967456,2,Actor_069,Director_00,58.20812092348522,0,1,0,0,0,5,39.80221460380335,25,49.17014730785786,3.0
Synth Movie 0385,1998,4727661.73628592,3,Actor_070,Director_58,53.26373987409701,0,0,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0300,2002,33041660.297839474,5,Actor_070,Director_35,65.008074273081,0,0,0,1,0,2,53.26373987409701,15,43.52092449201223,1.0
Synth Movie 0152,2004,110929755.28416628,2,Actor_070,Director_35,61.236062164186244,0,1,0,0,0,3,59.135907073589,26,48.80467596295647,2.0
Synth Movie 0174,2005,12197161.079286443,1,Actor_070,Director_53,66.19999129943344,0,1,0,1,0,4,59.835958770454745,19,54.795823913037644,3.0
Synth Movie 0075,2006,4487200.460593079,4,Actor_070,Director_19,37.97431394849979,0,1,0,0,0,5,64.14804257890022,28,33.302495899305505,3.0
Synth Movie 0320,2008,143982856.05429897,1,Actor_070,Director_04,78.03961661558779,0,0,1,1,0,6,55.13678913737315,35,71.39167069099672,3.0
Synth Movie 0323,1996,12412096.71596281,1,Actor_071,Director_15,60.87646911964042,0,1,0,1,0,1,0.0,1,0.0,0.0
Synth Movie 0212,1997,18358824.505270116,4,Actor_071,Director_51,34.66977065825509,0,0,1,0,0,2,60.87646911964042,3,43.43206484506253,1.0
Synth Movie 0012,1999,1680269.4531867218,1,Actor_071,Director_09,27.819028851389035,0,0,1,0,0,3,47.773119888947754,12,28.108459348790948,2.0
Synth Movie 0131,1999,13846519.02685903,6,Actor_071,Director_10,41.13544288290899,0,0,0,1,0,4,41.121756209761514,9,32.04579362213322,3.0
Synth Movie 0117,2001,17723582.172918454,3,Actor_071,Director_07,50.595784710023366,0,0,0,1,0,5,34.54141413085104,21,37.64337753597767,3.0
Synth Movie 0016,2004,8601179.301596096,1,Actor_071,Director_16,66.15073947014503,0,0,0,1,1,6,39.850085481440466,22,42.268580887034325,3.0
Synth Movie 0346,2004,2760303.8632343453,2,Actor_071,Director_47,47.574582520631516,1,0,0,1,0,7,52.62732235435913,24,39.961894579710425,3.0
Synth Movie 0175,1995,9648996.305502206,4,Actor_072,Director_07,15.792920863152371,0,0,0,0,1,1,0.0,3,34.35101862047354,0.0
Synth Movie 0293,1996,21181900.7877559,5,Actor_072,Director_15,43.151282300024015,1,0,0,0,0,2,15.792920863152371,2,60.87646911964042,1.0
Synth Movie 0248,1997,2317524.8141891547,2,Actor_072,Director_03,26.239924027351854,0,1,0,0,0,3,29.47210158158819,4,43.52218982625133,2.0
Synth Movie 0362,2000,15678086.702567039,2,Actor_072,Director_26,35.811996270245245,1,0,0,0,0,4,28.394709063509413,14,48.65255069053956,3.0
Synth Movie 0195,2001,2448126.3541219193,5,Actor_072,Director_50,49.96177673719052,0,1,0,0,0,5,35.06773419920704,9,41.43129916961164,3.0
Synth Movie 0360,2001,121701417.51434702,5,Actor_072,Director_21,72.5497577453944,0,0,1,1,0,6,37.33789901159587,14,56.54346716933109,3.0
Synth Movie 0077,2002,13738919.60097488,6,Actor_072,Director_57,54.31908779901758,0,1,0,0,0,7,52.77451025094339,11,65.5882074552573,3.0
Synth Movie 0196,2002,1899377.6524208738,6,Actor_072,Director_28,33.922137839853434,1,0,0,0,0,8,58.94354076053417,9,34.09922914789462,3.0
Synth Movie 0216,2005,640952.8094067378,2,Actor_072,Director_33,1.1540927271110633,0,0,1,0,0,9,53.59699446142181,12,30.921418693158525,3.0
Synth Movie 0172,2008,50967410.78319168,4,Actor_072,Director_04,61.9590966881364,1,0,1,0,0,10,29.798439455327358,36,75.71324628243879,3.0
Synth Movie 0175,1995,9648996.305502206,5,Actor_073,Director_07,44.72771209196806,0,0,0,0,1,1,0.0,4,28.16498603469982,0.0
Synth Movie 0078,1996,1768103.7392369153,1,Actor_073,Director_15,54.6042764982122,1,0,0,0,1,2,44.72771209196806,3,52.01387570983222,1.0
Synth Movie 0196,2002,1899377.6524208738,3,Actor_073,Director_28,47.96397089770163,1,0,0,0,0,3,49.66599429509013,10,28.181593533498727,2.0
Synth Movie 0064,2004,16582157.442798398,1,Actor_073,Director_20,67.58951738623894,0,0,0,0,1,4,49.09865316262729,25,53.23700415001898,3.0
Synth Movie 0336,2006,15275541.368647592,5,Actor_073,Director_38,51.73189826875234,0,1,1,0,0,5,56.71925492738425,21,46.29002335422776,3.0
Synth Movie 0105,2009,18760299.545899775,3,Actor_073,Director_03,36.714038603111256,0,0,0,0,1,6,55.7617955175643,26,35.221659639006475,3.0
Synth Movie 0114,1995,16296894.532009045,2,Actor_074,Director_32,67.55270222769241,0,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0055,1996,3589042.4522011955,6,Actor_074,Director_18,57.41073083778567,0,1,0,1,0,2,67.55270222769241,2,38.7906236921421,1.0
Synth Movie 0107,1999,29787587.465311207,4,Actor_074,Director_59,67.08369413855874,0,1,0,0,1,3,62.48171653273904,14,52.11418006372844,2.0
Synth Movie 0173,2000,4878701.274144648,1,Actor_074,Director_41,45.93345764463516,0,1,0,0,0,4,64.01570906801227,20,47.489171585813835,3.0
Synth Movie 0272,2000,1376574.6067686724,2,Actor_074,Director_34,31.687641224347733,1,0,0,1,0,5,56.809294206993194,5,55.89914936027767,3.0
Synth Movie 0188,2000,6617324.345858333,3,Actor_074,Director_25,36.89864472496258,0,1,0,0,0,6,48.23493100251388,7,42.26021280709139,3.0
Synth Movie 0277,2001,5997037.470901192,5,Actor_074,Director_23,41.95330437321762,0,1,0,0,0,7,38.173247864648495,13,30.885606628367253,3.0
Synth Movie 0365,2002,30812693.85583122,3,Actor_074,Director_05,34.435290350719875,0,0,1,0,0,8,36.84653010750931,8,30.571421401930184,3.0
Synth Movie 0281,2002,4258468.193007109,5,Actor_074,Director_27,30.948518902173802,0,0,0,0,1,9,37.76241314963335,18,52.826482988512375,3.0
Synth Movie 0316,2004,27411367.003865752,2,Actor_074,Director_18,41.721339978436575,0,1,0,0,0,10,35.77903787537043,29,41.5312313168265,3.0
Synth Movie 0174,2005,12197161.079286443,2,Actor_074,Director_53,65.41966482940737,0,1,0,1,0,11,35.70171641044342,20,55.171697656656015,3.0
Synth Movie 0243,2006,76601723.77232143,4,Actor_074,Director_10,72.48140780523771,0,1,1,0,0,12,46.02984123667258,24,66.33222288741037,3.0
Synth Movie 0082,1996,23527390.777948108,1,Actor_075,Director_45,45.50223088159088,0,0,0,1,0,1,0.0,2,52.565685194884686,0.0
Synth Movie 0269,1996,4656206.375491008,4,Actor_075,Director_44,36.96198937835121,1,0,0,0,0,2,45.50223088159088,3,26.375119503896293,1.0
Synth Movie 0263,1997,47917873.18264266,3,Actor_075,Director_38,61.73462932717547,0,1,0,0,0,3,41.23211012997105,2,42.022125489563805,2.0
Synth Movie 0306,1998,4670504.741346856,6,Actor_075,Director_13,27.11597835936051,1,0,0,0,0,4,48.06628319570586,7,65.92074828948894,3.0
Synth Movie 0284,1999,9335320.414082041,2,Actor_075,Director_56,46.0441052107613,1,0,0,0,0,5,41.93753235496239,10,51.87513042423786,3.0
Synth Movie 0381,2003,28199483.02010433,1,Actor_075,Director_45,54.80195998876847,0,0,0,1,0,6,44.96490429909909,15,39.65427343337521,3.0
Synth Movie 0163,2007,19092502.13027634,1,Actor_075,Director_59,68.41077165447678,1,0,0,1,0,7,42.654014519630095,37,36.41447294142227,3.0
Synth Movie 0211,2007,72337384.75109386,1,Actor_075,Director_27,56.34206040267919,1,0,0,0,0,8,56.41894561800219,36,54.247912628537016,3.0
Synth Movie 0223,2007,10488906.828693967,5,Actor_075,Director_49,38.55801062963312,0,0,0,1,0,9,59.851597348641484,10,65.74747696393977,3.0
Synth Movie 0160,2008,11681484.25610305,3,Actor_075,Director_10,34.31179071775856,1,0,0,0,0,10,54.43694756226302,32,58.99717591877684,3.0
Synth Movie 0101,1995,31022477.256381232,2,Actor_076,Director_41,42.798079979276984,1,0,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0306,1998,4670504.741346856,3,Actor_076,Director_13,48.69995042784295,1,0,0,0,0,2,42.798079979276984,8,51.19381660029537,1.0
Synth Movie 0194,1999,66612953.130401514,2,Actor_076,Director_18,56.742309083197625,1,0,0,0,1,3,45.74901520355996,14,52.420409462636194,2.0
Synth Movie 0360,2001,121701417.51434702,2,Actor_076,Director_21,70.27625454927029,0,0,1,1,0,4,49.413446496772515,15,59.04782119028473,3.0
Synth Movie 0250,2002,4107845.056666043,2,Actor_076,Director_20,27.27493674695228,0,0,0,1,0,5,58.572838020103625,17,40.224511331009616,3.0
Synth Movie 0218,2004,2789844.9766841778,2,Actor_076,Director_52,59.11806100318071,0,1,0,1,0,6,51.43116679314007,16,34.45844232752621,3.0
Synth Movie 0198,2007,16715450.351131536,1,Actor_076,Director_57,69.01761200942164,0,0,0,1,1,7,52.2230840998011,24,49.28802735634284,3.0
Synth Movie 0054,2007,13510896.26202331,2,Actor_076,Director_41,65.06444315823657,0,0,1,0,0,8,51.80353658651821,41,57.350392326601224,3.0
Synth Movie 0359,1996,1401079.5668525973,1,Actor_077,Director_30,36.05757643923613,1,0,0,0,0,1,0.0,3,31.482993950745296,0.0
Synth Movie 0078,1996,1768103.7392369153,2,Actor_077,Director_15,22.005422028499535,1,0,0,0,1,2,36.05757643923613,4,52.87734263929221,1.0
Synth Movie 0333,1997,27091170.3722664,1,Actor_077,Director_15,70.67602581462984,1,0,0,1,0,3,29.031499233867834,15,57.0218791109239,2.0
Synth Movie 0056,1997,4078759.036820536,3,Actor_077,Director_29,30.765391225348345,0,0,1,0,1,4,42.913008094121835,6,45.12176892674889,3.0
Synth Movie 0363,1999,6271055.881139353,6,Actor_077,Director_42,24.917024534236354,0,0,0,1,0,5,41.148946356159236,26,48.53305620635828,3.0
Synth Movie 0166,2001,5549480.051861632,2,Actor_077,Director_55,55.28993021073061,0,1,0,1,0,6,42.11948052473818,16,28.970395502147067,3.0
Synth Movie 0239,2003,14618368.004312085,2,Actor_077,Director_47,53.834820964693726,0,0,0,1,0,7,36.9907819901051,17,49.733065042133376,3.0
Synth Movie 0059,2003,5768723.955195928,3,Actor_077,Director_58,59.804429237164605,0,0,1,1,0,8,44.68059190322023,13,62.87841387122467,3.0
Synth Movie 0133,2004,4234729.398969312,1,Actor_077,Director_51,53.59785513045894,0,1,0,0,0,9,56.309726804196316,12,36.765153796259085,3.0
Synth Movie 0371,2005,2998965.9726091367,1,Actor_077,Director_28,22.85336279552694,1,0,0,0,0,10,55.74570177743909,21,55.986333324172726,3.0
Synth Movie 0399,2006,22485130.90175403,2,Actor_077,Director_58,70.47578020766045,0,0,1,0,1,11,45.4185490543835,25,62.19397986702543,3.0
Synth Movie 0043,2009,2092763.0298345275,6,Actor_077,Director_37,39.26379893998264,0,0,0,1,0,12,48.975666044548774,28,35.204275379261276,3.0
Synth Movie 0277,2001,5997037.470901192,4,Actor_078,Director_23,36.861007531858895,0,1,0,0,0,1,0.0,14,36.89350447466677,0.0
Synth Movie 0394,2002,4045907.936392787,3,Actor_078,Director_59,30.610057038886993,0,1,0,0,0,2,36.861007531858895,28,31.7421799254535,1.0
Synth Movie 0097,2003,33663190.053125486,4,Actor_078,Director_28,54.368413426187274,1,0,0,0,0,3,33.73553228537294,19,48.703485270229635,2.0
Synth Movie 0119,2004,11293891.027515404,4,Actor_078,Director_05,34.1627137524548,0,0,0,1,0,4,40.61315933231106,14,41.96419646362403,3.0
Synth Movie 0316,2004,27411367.003865752,6,Actor_078,Director_18,47.47477387347254,0,1,0,0,0,5,39.71372807250969,30,38.867245418345824,3.0
Synth Movie 0101,1995,31022477.256381232,3,Actor_079,Director_41,36.72025505579252,1,0,0,0,0,1,0.0,2,42.798079979276984,0.0
Synth Movie 0065,1995,13131416.330239052,4,Actor_079,Director_07,58.45929019527753,1,0,0,0,0,2,36.72025505579252,5,31.904586396245676,1.0
Synth Movie 0297,1996,6847604.4341854425,1,Actor_079,Director_18,43.03459124248997,0,1,0,0,0,3,47.589772625535026,3,48.100677264963885,2.0
